ID,R_min,R_max,R_mean,R_median,R_std,G_min,G_max,G_mean,G_median,G_std,B_min,B_max,B_mean,B_median,B_std,pixel_ratio,area,perimeter,circularity_laplacian,bounding_box_ratio,center_mass_x,center_mass_y
12,10,235,109.42017544264854,108.0,44.65068681391251,0,195,75.59593451619311,72.0,37.5926957726924,0,255,82.70238727648155,73.0,51.19626268048209,0.018040083333333335,432962,8316,0.07867390078915933,1.055045871559633,3183.4857654944312,1889.3106554385836
13,5,255,104.91751429738562,100.0,47.95069201817908,3,255,78.35397263071896,71.0,42.87685784035862,0,255,52.593098958333336,43.0,39.571520268579995,0.01632,391680,11107,0.03989768676829281,2.0675675675675675,2625.3422691993464,1953.7917534722221
14,10,255,137.159940129971,136.0,52.058052457106484,0,245,107.28282525908945,103.0,48.880828105754325,0,255,99.5560296318751,91.0,51.476520825639454,0.010996041666666666,263905,6268,0.08441108973053875,1.2217261904761905,2850.837945472803,2072.786320835149
15,9,255,123.58951432688693,125.0,51.207615915481725,0,254,94.87885844367403,98.0,45.32117091181814,0,255,80.78055688985422,82.0,41.5175954718133,0.015960666666666668,383056,16166,0.018419039718785557,1.098360655737705,2665.4798776158054,1910.811907397352
16,13,255,107.12669792072114,100.0,46.72087409835131,0,255,87.01905489127606,84.0,40.77949541829756,0,255,66.91029623587804,62.0,34.57744720677461,0.016806708333333333,403361,10807,0.043400373407926275,1.373913043478261,1897.0505998348874,2888.4394872087287
17,3,255,122.81285070422535,117.0,48.48137159819738,0,255,106.66628169014085,110.0,47.31637552320597,0,255,74.72309014084507,66.0,44.37497448299574,0.014791666666666667,355000,8946,0.055741728210344975,1.0403225806451613,2895.2516985915495,1937.4873126760563
18,17,255,137.03837207539158,133.0,49.88789876042468,0,255,112.89966185992206,110.0,47.94826171025425,0,255,96.12440825486361,88.0,48.8387449664923,0.013739375,329745,9172,0.04925609643591149,1.0240615976900866,2890.4373894979453,1860.966986610866
19,7,255,107.66460156431503,106.0,37.61886929525813,0,255,88.38125717595008,96.0,38.37863581415881,0,255,65.91770679362557,63.0,33.291459253623856,0.012374958333333333,296999,9854,0.03843613722077335,1.4634146341463414,3001.3251054717357,1919.1869130872494
20,8,255,91.69727136974524,88.0,55.17673290675578,0,255,68.29882627742259,61.0,47.40641279552245,0,255,60.56009644909595,49.0,45.91920867051525,0.019336625,464079,7093,0.11591559290638512,1.0,2817.8887064486867,1609.6692093372033
21,14,235,123.07637429846956,119.0,41.17356949408899,3,207,101.78055374482861,104.0,37.92597211324834,0,255,100.20733097693552,97.0,45.57098349712698,0.016043791666666668,385051,15767,0.01946390536673975,1.7157894736842105,2883.3258217742587,2016.365543785109
22,9,255,146.08903179879465,162.0,68.4192435397954,0,255,105.82878964291963,111.0,59.33762373156722,0,255,103.90161437250016,99.0,66.66994484915942,0.013813416666666667,331522,11680,0.030537714618810954,1.288659793814433,3270.278494338234,1746.1208728229196
23,4,255,116.20372155181407,119.0,46.68012376230329,0,255,98.59271587335496,103.0,47.23387425382765,0,255,81.48323538032759,77.0,45.552661355767974,0.016773916666666666,402574,12385,0.03298098066983107,1.4313725490196079,2357.4799217038358,1638.790033633568
24,0,255,77.35826999805597,75.0,44.1364841919306,0,255,51.63431491441637,44.0,34.653588575308454,0,255,50.16551104857299,38.0,39.572557564809976,0.022504791666666666,540115,10734,0.05890781588002925,0.8345323741007195,2787.7500458235745,2295.333786323283
25,4,255,98.57262615448822,103.0,49.209520443925015,0,255,88.2312278855401,93.0,49.10744914858367,0,255,82.66385658035601,87.0,47.791230136855766,0.011481458333333333,275555,11327,0.02698909728579964,1.7011494252873562,2997.2254831158934,1337.4932663170691
26,3,255,102.49157191961925,110.0,66.54924628065606,2,255,84.50395344343652,87.0,56.551863801877325,0,255,89.83608082821462,86.0,64.94403726542984,0.016388666666666666,393328,11423,0.03787951190136515,1.4848484848484849,2890.384261989993,1071.976101370866
27,9,255,108.01700955058045,108.0,44.818181233127966,0,255,73.94240878254999,69.0,41.26398317986871,0,255,60.03176149002335,52.0,40.269370113633066,0.0037650416666666665,90361,5467,0.03799205145179169,0.7321428571428571,3281.1702615066233,1864.806941047576
28,9,255,152.47568916506907,170.0,59.95392429036446,4,255,129.38861527952227,141.0,59.317604735833484,0,255,111.49968599193495,111.0,61.911638080460975,0.0075635,181524,8477,0.031743846517566475,0.8707482993197279,2889.6118915405127,2254.2500220356537
29,0,255,95.33711980569785,93.0,57.236789498780425,0,255,78.6028475314415,72.0,54.29438669731922,0,255,68.72074091651429,58.0,50.89894394597426,0.014925208333333334,358205,10577,0.04023615745249796,1.348529411764706,3222.525129464971,1788.3811755838137
30,21,255,138.3798908363689,132.0,49.31233198542175,0,255,99.06911752008607,100.0,44.21555971264026,0,255,77.28227596136568,69.0,48.507611069783465,0.017855458333333334,428531,8620,0.07247322319729688,0.9230769230769231,2582.4748641288493,2296.8975079982547
31,8,255,130.80313615044133,139.0,50.07429689633281,0,255,110.84205566006946,120.0,49.40002021304206,0,255,93.56194740567162,95.0,47.63672063629761,0.011362125,272691,2881,0.41285177109167986,0.9448818897637795,3063.6660579190366,2113.714181986204
32,2,255,91.086939258258,81.0,68.51819481173814,0,255,76.283416406184,61.0,60.8616971237911,0,255,74.69413280391991,58.0,58.45082250831513,0.009864166666666667,236740,3530,0.23874379693609632,1.2147239263803682,3107.0118442172848,1665.4682351947283
33,6,255,84.73465071369456,77.0,55.267635366736165,2,255,70.85525845245272,63.0,50.385320929257716,0,255,55.49679680395623,42.0,44.80968301857826,0.008155916666666667,195742,3625,0.18718793944686962,0.9845360824742269,3569.241797876797,1959.689223569801
34,7,255,79.30026208382539,70.0,51.360768548920966,5,255,65.87739034951416,51.0,48.33149801074313,0,255,44.335845401620155,32.0,36.9909169742142,0.0080445,193068,3715,0.17579338368669004,1.1411042944785277,3047.5426896223094,1863.204736155137
35,5,192,71.2880612857077,57.0,48.883767544162055,5,188,57.11564139246543,37.0,49.54143218502322,0,182,48.083975571861494,28.0,47.2021851276119,0.00541725,130014,2200,0.33756283244874336,0.625,2740.5833910194287,2097.175634931623
36,9,255,111.74829497391795,118.0,50.74702261561796,7,255,88.43912572254335,97.0,46.2221421554381,5,238,63.46918616946285,65.0,35.499562430911034,0.009457333333333333,226976,3703,0.20800912067214752,0.8608247422680413,2720.403311363316,1739.586141266037
37,11,255,142.60352556432957,151.0,63.649250228512784,8,255,117.72198691872059,128.0,62.295756441217904,0,255,91.58747307968413,88.0,53.26071983320733,0.0104475,250740,3831,0.21468869770256616,0.9851851851851852,3303.0651990109277,1673.7398859376246
38,0,255,111.84182872371075,109.0,47.0269654511382,0,255,92.67999135695764,91.0,45.57876729106329,0,255,73.69265701526938,65.0,44.09892690014207,0.01157,277680,3280,0.32434467878048884,0.889763779527559,2301.729101843849,2796.7136235955054
39,4,255,92.50466791948467,87.0,50.42578035190769,0,255,68.2136465043363,65.0,44.58816868058127,0,255,53.35651800339668,45.0,41.98480314162374,0.016584833333333333,398036,4534,0.24331516936752512,0.8448275862068966,3169.291953491644,2363.566662311952
40,8,210,85.4321798033047,90.0,39.00912966809165,5,191,71.09253181418813,72.0,34.21862788442583,0,152,56.04179066405918,52.0,29.16526743057317,0.01470125,352830,4942,0.1815389781629808,0.9012345679012346,3185.594977751325,2306.67115041238
41,8,255,107.5233061753377,101.0,55.845213272471106,5,255,97.90795125761045,89.0,55.901935027795396,0,255,77.16804675435327,62.0,52.38133532489914,0.0093895,225348,2983,0.31824168502522543,0.4491525423728814,2890.843779398974,1947.38143671122
